campaign_id,title,description,creator_id,creator_email,email_domain,goal,amount_raised,created_at,updates_count,donations_count,refunds_count,images_count,videos_count,payout_country,country,user_account_age_days,user_total_campaigns,payment_sources_count
C2532,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1633,user5318@yahoo.com,yahoo.com,87837,0,2025-03-03T10:15:12Z,4,7,4,0,1,DE,SG,1338,11,2
C2533,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2606,user2017@protonmail.com,protonmail.com,72030,36713,2025-11-09T10:15:12Z,4,23,7,2,1,UK,CA,451,12,2
C2534,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1984,user9320@outlook.com,outlook.com,31010,3398,2025-08-23T10:15:12Z,3,63,19,5,1,IN,DE,876,7,3
C2535,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2562,user2372@gmail.com,gmail.com,24539,0,2025-04-21T10:15:12Z,1,48,18,1,0,US,UK,415,10,3
C2536,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U474,user1081@yahoo.com,yahoo.com,55410,16511,2024-12-19T10:15:12Z,6,108,7,0,0,DE,IN,806,11,2
C2537,Robotics Automation Arm,A tech innovation project about robotics automation arm. guaranteed profit,U728,user4288@gmail.com,gmail.com,78008,31473,2025-11-06T10:15:12Z,8,132,24,5,0,US,UK,726,2,3
C2538,Wearable Health Patch,A tech innovation project about wearable health patch.,U1224,user4359@outlook.com,outlook.com,73040,25926,2025-08-08T10:15:12Z,4,68,15,1,1,DE,US,894,5,2
C2539,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1505,user8107@yahoo.com,yahoo.com,41347,9098,2025-10-08T10:15:12Z,1,120,2,3,1,US,UK,1164,7,1
C2540,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2508,user5898@yahoo.com,yahoo.com,45460,11701,2024-12-22T10:15:12Z,0,75,24,0,1,JP,JP,835,12,1
C2541,AR Training Simulator,A tech innovation project about ar training simulator.,U159,user9426@outlook.com,outlook.com,88315,24020,2025-05-31T10:15:12Z,1,28,22,1,0,CA,UK,1185,11,2
C2542,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U296,user2856@protonmail.com,protonmail.com,8859,2852,2024-12-12T10:15:12Z,6,68,30,1,1,SG,IN,444,4,2
C2543,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U998,user1882@outlook.com,outlook.com,11918,1256,2025-11-29T10:15:12Z,3,52,16,1,0,IN,DE,759,12,2
C2544,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1392,user1986@yahoo.com,yahoo.com,50989,10221,2025-02-04T10:15:12Z,4,52,25,0,0,UK,US,33,6,1
C2545,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2220,user6937@yahoo.com,yahoo.com,87373,24951,2025-08-31T10:15:12Z,6,141,17,4,1,UK,US,1958,12,1
C2546,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U335,user9426@gmail.com,gmail.com,48240,16926,2025-10-18T10:15:12Z,4,146,9,3,1,JP,IN,558,9,1
C2547,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1451,user5138@outlook.com,outlook.com,53608,23901,2025-01-30T10:15:12Z,6,109,1,5,0,IN,IN,1865,10,3
C2548,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2481,user9725@gmail.com,gmail.com,7977,0,2025-04-14T10:15:12Z,0,14,25,3,0,CA,CA,305,11,1
C2549,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U432,user3256@yahoo.com,yahoo.com,29165,9037,2025-07-26T10:15:12Z,1,146,29,3,0,CA,JP,1367,2,3
C2550,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U88,user6454@yahoo.com,yahoo.com,53612,23167,2024-12-16T10:15:12Z,0,71,7,4,1,SG,JP,521,4,2
C2551,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U500,user1025@outlook.com,outlook.com,41760,17431,2025-04-08T10:15:12Z,3,85,19,1,1,IN,SG,590,6,1
C2552,Wearable Health Patch,A tech innovation project about wearable health patch.,U683,user5676@yahoo.com,yahoo.com,15118,140,2025-11-11T10:15:12Z,0,87,7,0,0,SG,SG,39,11,2
C2553,AR Training Simulator,A tech innovation project about ar training simulator.,U2358,user6354@yahoo.com,yahoo.com,33173,6404,2025-12-04T10:15:12Z,6,67,12,2,1,IN,JP,599,2,1
C2554,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2280,user7894@outlook.com,outlook.com,72929,0,2025-04-29T10:15:12Z,1,36,3,0,0,JP,JP,1967,5,1
C2555,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U89,user1716@yahoo.com,yahoo.com,85018,41144,2025-03-12T10:15:12Z,7,34,5,2,1,JP,IN,1271,8,1
C2556,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U460,user8012@yahoo.com,yahoo.com,71410,20996,2025-11-14T10:15:12Z,8,43,27,0,0,IN,SG,660,1,2
C2557,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1167,user3818@protonmail.com,protonmail.com,77109,23472,2025-03-25T10:15:12Z,4,123,1,1,1,DE,JP,671,11,2
C2558,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2127,user652@protonmail.com,protonmail.com,10580,2252,2025-11-18T10:15:12Z,7,7,7,2,1,CA,CA,380,9,3
C2559,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U600,user36@gmail.com,gmail.com,49633,0,2025-04-22T10:15:12Z,3,114,25,0,1,IN,DE,1287,10,1
C2560,Wearable Health Patch,A tech innovation project about wearable health patch.,U2747,user5913@outlook.com,outlook.com,87453,15240,2024-12-16T10:15:12Z,1,88,27,0,1,DE,UK,1114,1,3
C2561,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2236,user913@outlook.com,outlook.com,15133,0,2024-12-24T10:15:12Z,5,92,28,3,0,CA,UK,774,9,2
C2562,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U696,user677@yahoo.com,yahoo.com,44245,17476,2025-01-24T10:15:12Z,6,46,11,2,0,US,CA,1159,11,3
C2563,AI Drone Navigation System,A tech innovation project about ai drone navigation system. guaranteed profit,U2486,user1953@yahoo.com,yahoo.com,23822,2220,2025-06-04T10:15:12Z,2,149,12,4,1,SG,IN,1532,12,3
C2564,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1172,user2628@gmail.com,gmail.com,58637,0,2025-08-23T10:15:12Z,0,21,15,0,0,IN,IN,755,6,3
C2565,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U206,user2517@protonmail.com,protonmail.com,22886,1300,2025-11-19T10:15:12Z,6,12,28,5,1,JP,UK,965,5,1
C2566,AR Training Simulator,A tech innovation project about ar training simulator.,U1143,user9654@gmail.com,gmail.com,30806,7969,2025-03-02T10:15:12Z,3,39,16,4,0,US,SG,150,5,3
C2567,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1826,user799@gmail.com,gmail.com,18879,1310,2025-05-16T10:15:12Z,5,47,29,2,1,SG,JP,316,1,2
C2568,AI EdTech Assistant,A tech innovation project about ai edtech assistant. act now,U39,user8654@gmail.com,gmail.com,41090,5420,2025-04-30T10:15:12Z,7,24,30,2,1,UK,IN,1094,8,3
C2569,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2223,user4304@protonmail.com,protonmail.com,5379,737,2025-06-29T10:15:12Z,7,108,16,2,0,SG,JP,1027,6,2
C2570,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U658,user8965@outlook.com,outlook.com,68237,0,2025-01-14T10:15:12Z,4,119,22,0,1,UK,US,1740,0,2
C2571,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1162,user9019@gmail.com,gmail.com,15354,2334,2025-04-17T10:15:12Z,7,48,17,4,0,SG,JP,1189,0,2
C2572,Robotics Automation Arm,A tech innovation project about robotics automation arm. urgent funding,U1371,user9525@yahoo.com,yahoo.com,77011,17058,2025-01-04T10:15:12Z,0,44,11,4,1,UK,UK,1773,4,1
C2573,Wearable Health Patch,A tech innovation project about wearable health patch.,U2237,user9996@outlook.com,outlook.com,79713,4117,2025-02-11T10:15:12Z,2,67,19,5,0,IN,US,480,4,2
C2574,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1307,user8589@protonmail.com,protonmail.com,32568,6196,2025-07-30T10:15:12Z,1,61,13,5,0,DE,SG,1219,11,1
C2575,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U592,user259@gmail.com,gmail.com,58782,309,2025-10-31T10:15:12Z,2,148,5,3,1,JP,JP,1118,3,3
C2576,EV Battery Monitor,A tech innovation project about ev battery monitor.,U320,user1591@outlook.com,outlook.com,61438,11448,2025-02-03T10:15:12Z,3,120,25,3,0,CA,US,1409,9,1
C2577,Wearable Health Patch,A tech innovation project about wearable health patch.,U883,user7056@gmail.com,gmail.com,8135,1247,2025-09-17T10:15:12Z,4,72,29,3,1,SG,DE,514,4,3
C2578,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2161,user1914@outlook.com,outlook.com,25264,3002,2025-06-29T10:15:12Z,5,96,5,2,1,SG,IN,304,1,2
C2579,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2032,user2776@gmail.com,gmail.com,66619,0,2025-10-03T10:15:12Z,8,51,27,0,0,SG,IN,389,5,3
C2580,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1334,user1329@tempmail.com,tempmail.com,71509,43767,2025-01-22T10:15:12Z,4,51,4,2,0,DE,CA,1942,5,3
C2581,Sustainable Water Purifier,A tech innovation project about sustainable water purifier. wire transfer,U2307,user8852@gmail.com,gmail.com,29523,7394,2025-12-08T10:15:12Z,1,50,16,0,1,SG,IN,1350,5,1
C2582,AI EdTech Assistant,A tech innovation project about ai edtech assistant. urgent funding,U2378,user6727@yahoo.com,yahoo.com,8080,2395,2025-01-28T10:15:12Z,7,50,2,5,0,JP,SG,1213,5,2
C2583,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U394,user5855@yahoo.com,yahoo.com,42800,5183,2025-12-07T10:15:12Z,6,117,8,4,0,UK,US,394,9,1
C2584,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1423,user9761@tempmail.com,tempmail.com,28955,22623,2025-07-20T10:15:12Z,2,31,24,5,1,DE,UK,1683,2,1
C2585,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1943,user5083@yahoo.com,yahoo.com,64677,33860,2025-11-07T10:15:12Z,2,48,1,2,0,UK,CA,1863,8,2
C2586,Wearable Health Patch,A tech innovation project about wearable health patch.,U1692,user2235@gmail.com,gmail.com,35229,6088,2025-07-29T10:15:12Z,3,87,19,2,1,DE,SG,788,1,1
C2587,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2171,user9377@gmail.com,gmail.com,68471,7094,2025-04-23T10:15:12Z,7,62,27,1,0,UK,IN,1134,9,3
C2588,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. act now,U1393,user9647@outlook.com,outlook.com,83342,22090,2025-06-19T10:15:12Z,4,142,12,5,0,DE,IN,423,4,3
C2589,AR Training Simulator,A tech innovation project about ar training simulator.,U2834,user4244@yahoo.com,yahoo.com,39013,7826,2025-04-12T10:15:12Z,4,98,8,4,0,SG,US,1441,4,2
C2590,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U220,user3538@yahoo.com,yahoo.com,43152,7916,2025-04-04T10:15:12Z,4,125,23,3,1,US,IN,1692,11,1
C2591,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2906,user9474@outlook.com,outlook.com,11170,2374,2025-11-07T10:15:12Z,3,146,27,5,1,JP,JP,1073,8,2
C2592,AR Training Simulator,A tech innovation project about ar training simulator.,U2660,user7311@yahoo.com,yahoo.com,7343,479,2024-12-27T10:15:12Z,0,74,0,4,1,IN,IN,1621,2,1
C2593,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1559,user5115@outlook.com,outlook.com,50461,16639,2025-09-01T10:15:12Z,1,95,26,0,1,IN,CA,311,10,2
C2594,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U854,user470@yahoo.com,yahoo.com,54058,17729,2025-08-03T10:15:12Z,5,131,2,3,1,DE,CA,1012,4,1
C2595,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U762,user8979@protonmail.com,protonmail.com,68550,5934,2025-08-17T10:15:12Z,5,39,1,1,0,CA,UK,1886,7,3
C2596,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U523,user1391@outlook.com,outlook.com,82376,22469,2025-10-31T10:15:12Z,8,33,13,0,1,SG,IN,259,2,2
C2597,AR Training Simulator,A tech innovation project about ar training simulator.,U803,user6188@outlook.com,outlook.com,13519,0,2024-12-11T10:15:12Z,0,38,28,4,0,UK,SG,751,11,2
C2598,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1206,user5768@outlook.com,outlook.com,66318,20681,2024-12-29T10:15:12Z,2,96,21,0,1,UK,IN,905,12,2
C2599,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2342,user225@protonmail.com,protonmail.com,50206,17201,2025-05-31T10:15:12Z,7,48,10,3,1,JP,UK,1506,12,3
C2600,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U591,user8677@outlook.com,outlook.com,87278,33796,2025-03-14T10:15:12Z,8,83,3,2,0,DE,IN,95,5,3
C2601,AR Training Simulator,A tech innovation project about ar training simulator.,U1158,user4907@protonmail.com,protonmail.com,12358,1221,2025-12-06T10:15:12Z,6,137,2,5,1,IN,US,1281,6,1
C2602,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U663,user8840@gmail.com,gmail.com,21218,2775,2025-03-17T10:15:12Z,0,122,0,1,0,IN,US,1541,2,1
C2603,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U537,user7011@outlook.com,outlook.com,81555,1755,2025-03-15T10:15:12Z,6,66,0,4,0,UK,UK,232,0,1
C2604,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U366,user5037@protonmail.com,protonmail.com,10698,0,2024-12-16T10:15:12Z,5,54,0,1,1,UK,IN,529,3,2
C2605,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U25,user456@yahoo.com,yahoo.com,61405,23997,2025-09-28T10:15:12Z,3,2,16,3,0,UK,UK,1737,7,1
C2606,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1960,user6976@protonmail.com,protonmail.com,31675,6279,2025-08-23T10:15:12Z,4,22,28,5,1,CA,US,1925,12,3
C2607,Sustainable Water Purifier,A tech innovation project about sustainable water purifier. urgent funding,U1298,user1257@outlook.com,outlook.com,69067,20699,2025-06-10T10:15:12Z,4,143,0,4,1,JP,SG,1738,10,2
C2608,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U860,user9864@yahoo.com,yahoo.com,35727,249,2025-05-25T10:15:12Z,1,92,26,4,1,US,US,1946,7,2
C2609,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U932,user5498@gmail.com,gmail.com,54341,14798,2025-08-19T10:15:12Z,4,23,28,3,0,UK,US,981,4,3
C2610,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U20,user8642@yahoo.com,yahoo.com,20755,7493,2025-09-09T10:15:12Z,7,20,16,4,0,JP,US,1065,8,1
C2611,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1477,user9388@protonmail.com,protonmail.com,54908,6752,2025-10-30T10:15:12Z,1,47,19,4,1,US,CA,853,10,1
C2612,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2332,user7169@yahoo.com,yahoo.com,85718,4522,2025-04-23T10:15:12Z,3,35,28,3,1,SG,US,462,9,2
C2613,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1163,user6087@outlook.com,outlook.com,40183,6221,2025-06-15T10:15:12Z,1,69,24,3,0,US,DE,389,1,3
C2614,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1935,user8682@yahoo.com,yahoo.com,89470,45780,2025-12-09T10:15:12Z,1,34,26,1,0,DE,SG,1553,12,1
C2615,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1891,user8726@yahoo.com,yahoo.com,64047,12564,2025-11-16T10:15:12Z,1,13,11,0,1,JP,CA,1184,10,3
C2616,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1993,user972@gmail.com,gmail.com,43464,0,2025-01-18T10:15:12Z,1,70,13,3,1,CA,SG,515,9,3
C2617,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2839,user2446@outlook.com,outlook.com,57091,14324,2025-02-02T10:15:12Z,4,133,0,1,0,JP,DE,882,2,3
C2618,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1099,user6211@yahoo.com,yahoo.com,86029,0,2025-07-24T10:15:12Z,0,142,4,0,1,SG,CA,1843,10,3
C2619,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2124,user4793@outlook.com,outlook.com,7683,631,2025-08-28T10:15:12Z,0,11,13,0,0,DE,DE,803,12,3
C2620,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2183,user2959@yahoo.com,yahoo.com,63576,4287,2025-07-31T10:15:12Z,5,113,6,0,0,UK,US,1182,11,2
C2621,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U320,user4736@tempmail.com,tempmail.com,60638,38243,2025-03-03T10:15:12Z,6,12,11,2,0,JP,SG,1345,2,3
C2622,AR Training Simulator,A tech innovation project about ar training simulator. limited time offer,U874,user391@outlook.com,outlook.com,57599,12953,2025-04-13T10:15:12Z,8,49,18,1,0,US,UK,1849,8,1
C2623,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2456,user456@gmail.com,gmail.com,41093,6413,2025-11-18T10:15:12Z,8,143,22,5,0,US,SG,425,6,2
C2624,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U136,user5257@protonmail.com,protonmail.com,74562,23283,2025-05-07T10:15:12Z,0,104,14,4,1,US,IN,1796,8,2
C2625,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U361,user9746@outlook.com,outlook.com,41733,16098,2025-11-11T10:15:12Z,3,116,9,0,0,US,IN,1435,2,1
C2626,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1478,user2095@yahoo.com,yahoo.com,75083,41971,2025-12-05T10:15:12Z,0,116,4,1,0,JP,DE,10,6,2
C2627,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U270,user8017@yahoo.com,yahoo.com,87131,63443,2025-06-28T10:15:12Z,8,6,10,3,0,DE,IN,668,1,1
C2628,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2306,user2015@yahoo.com,yahoo.com,51351,21969,2025-12-11T10:15:12Z,3,145,30,1,1,US,UK,1260,10,2
C2629,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2768,user3032@yahoo.com,yahoo.com,45952,9211,2025-07-27T10:15:12Z,8,28,13,0,0,DE,JP,1718,9,2
C2630,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. wire transfer,U1674,user5447@yahoo.com,yahoo.com,87681,35785,2025-06-20T10:15:12Z,1,4,4,3,1,IN,DE,1798,5,3
C2631,AR Training Simulator,A tech innovation project about ar training simulator.,U2117,user5188@yahoo.com,yahoo.com,44602,10268,2024-12-30T10:15:12Z,7,135,28,3,1,US,JP,693,11,2
C2632,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1150,user6641@yahoo.com,yahoo.com,16604,0,2025-04-21T10:15:12Z,8,149,17,3,1,SG,DE,1817,10,1
C2633,AR Training Simulator,A tech innovation project about ar training simulator.,U137,user3237@outlook.com,outlook.com,60667,7587,2025-07-23T10:15:12Z,5,69,3,4,1,UK,IN,810,0,1
C2634,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2258,user1166@protonmail.com,protonmail.com,28890,6193,2025-07-06T10:15:12Z,5,13,0,4,0,CA,IN,999,9,1
C2635,AR Training Simulator,A tech innovation project about ar training simulator.,U1119,user1932@yahoo.com,yahoo.com,15672,6471,2025-10-28T10:15:12Z,1,79,15,0,0,US,CA,608,2,2
C2636,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1575,user1678@gmail.com,gmail.com,87112,14759,2025-08-19T10:15:12Z,1,106,1,5,1,IN,UK,354,10,3
C2637,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1872,user8748@yahoo.com,yahoo.com,79636,15378,2025-02-18T10:15:12Z,4,123,18,5,0,CA,IN,350,3,2
C2638,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1145,user7817@protonmail.com,protonmail.com,80905,11085,2025-01-02T10:15:12Z,4,127,3,5,0,UK,US,1782,12,2
C2639,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U590,user4654@yahoo.com,yahoo.com,16116,3594,2025-07-11T10:15:12Z,2,30,25,2,1,IN,SG,925,5,3
C2640,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2951,user7356@gmail.com,gmail.com,31631,18039,2025-08-22T10:15:12Z,6,137,24,3,0,CA,IN,1619,9,1
C2641,EV Battery Monitor,A tech innovation project about ev battery monitor.,U411,user8982@outlook.com,outlook.com,53878,6689,2025-10-29T10:15:12Z,3,54,6,4,0,JP,DE,1119,1,2
C2642,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2908,user5163@yahoo.com,yahoo.com,44387,5623,2025-01-03T10:15:12Z,8,26,24,5,0,US,CA,1110,8,1
C2643,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1532,user7569@protonmail.com,protonmail.com,67850,29911,2025-03-10T10:15:12Z,3,94,18,2,1,JP,SG,979,2,2
C2644,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U663,user1350@outlook.com,outlook.com,18297,2716,2025-02-10T10:15:12Z,7,82,13,4,0,DE,IN,1929,4,2
C2645,AR Training Simulator,A tech innovation project about ar training simulator.,U424,user7839@outlook.com,outlook.com,30158,8888,2025-10-01T10:15:12Z,0,0,19,5,1,IN,JP,572,9,1
C2646,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1933,user909@gmail.com,gmail.com,76761,35158,2025-04-21T10:15:12Z,2,78,23,2,0,CA,US,378,9,3
C2647,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2689,user2276@yahoo.com,yahoo.com,42225,8218,2025-03-05T10:15:12Z,0,66,29,5,0,US,SG,1259,1,1
C2648,AR Training Simulator,A tech innovation project about ar training simulator.,U2985,user9656@gmail.com,gmail.com,34391,20124,2025-06-18T10:15:12Z,6,148,26,0,0,JP,UK,1776,11,2
C2649,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U182,user9692@protonmail.com,protonmail.com,31376,3413,2025-10-11T10:15:12Z,8,11,2,4,0,IN,IN,221,2,3
C2650,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U695,user4893@gmail.com,gmail.com,39342,7837,2025-07-17T10:15:12Z,5,111,22,5,0,IN,JP,1105,3,2
C2651,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1632,user6941@outlook.com,outlook.com,23961,10118,2025-11-24T10:15:12Z,8,57,18,2,1,JP,US,741,11,3
C2652,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2876,user2846@yahoo.com,yahoo.com,9655,468,2025-09-23T10:15:12Z,5,27,23,4,0,CA,DE,1612,0,3
C2653,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U186,user6508@outlook.com,outlook.com,58096,31360,2025-07-30T10:15:12Z,4,67,15,4,1,IN,DE,1116,6,3
C2654,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1442,user5642@protonmail.com,protonmail.com,23170,5068,2025-08-13T10:15:12Z,6,75,9,3,1,SG,UK,1621,0,1
C2655,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2410,user9051@yahoo.com,yahoo.com,33188,14848,2025-06-12T10:15:12Z,6,119,16,3,1,US,DE,1028,11,3
C2656,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2497,user7245@outlook.com,outlook.com,11950,4345,2025-10-27T10:15:12Z,6,122,11,1,1,US,JP,433,7,2
C2657,Wearable Health Patch,A tech innovation project about wearable health patch.,U1935,user5664@yahoo.com,yahoo.com,64673,11304,2025-02-03T10:15:12Z,4,49,10,4,0,DE,IN,1305,3,2
C2658,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U767,user8117@gmail.com,gmail.com,54922,15312,2024-12-12T10:15:12Z,1,145,14,2,0,DE,US,1132,2,2
C2659,Wearable Health Patch,A tech innovation project about wearable health patch.,U2987,user7822@mailinator.com,mailinator.com,64072,140,2025-04-28T10:15:12Z,2,4,4,0,0,CA,SG,407,4,3
C2660,Wearable Health Patch,A tech innovation project about wearable health patch.,U2555,user9470@gmail.com,gmail.com,40273,3297,2025-02-18T10:15:12Z,8,125,12,4,0,UK,US,1234,0,3
C2661,AI Drone Navigation System,A tech innovation project about ai drone navigation system. guaranteed profit,U455,user5006@yahoo.com,yahoo.com,69131,0,2025-06-03T10:15:12Z,3,68,13,2,0,US,DE,226,7,1
C2662,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2747,user7026@gmail.com,gmail.com,34013,11090,2025-04-24T10:15:12Z,3,67,6,2,1,DE,UK,1031,4,1
C2663,Wearable Health Patch,A tech innovation project about wearable health patch. guaranteed profit,U1060,user8153@gmail.com,gmail.com,11723,972,2025-12-01T10:15:12Z,3,93,6,5,1,UK,DE,1325,10,2
C2664,EV Battery Monitor,A tech innovation project about ev battery monitor.,U501,user9220@gmail.com,gmail.com,25014,7315,2025-08-14T10:15:12Z,2,49,22,5,0,JP,US,602,2,1
C2665,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit. act now,U496,user973@gmail.com,gmail.com,73489,53074,2025-09-29T10:15:12Z,8,37,9,2,0,CA,CA,1295,7,2
C2666,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2360,user789@outlook.com,outlook.com,9360,790,2025-10-15T10:15:12Z,0,102,11,1,0,CA,DE,939,7,2
C2667,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1030,user5963@yahoo.com,yahoo.com,9900,1756,2025-06-10T10:15:12Z,3,101,1,3,0,UK,SG,1302,9,3
C2668,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1791,user879@protonmail.com,protonmail.com,36357,7401,2025-03-25T10:15:12Z,4,14,4,0,0,UK,SG,1220,1,1
C2669,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2907,user8455@protonmail.com,protonmail.com,49208,0,2025-07-08T10:15:12Z,0,95,22,2,0,IN,UK,76,0,2
C2670,Wearable Health Patch,A tech innovation project about wearable health patch.,U2629,user3072@yahoo.com,yahoo.com,77870,16349,2025-03-18T10:15:12Z,3,63,16,1,0,US,JP,1664,11,1
C2671,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. wire transfer,U884,user1911@yahoo.com,yahoo.com,82790,3176,2025-09-30T10:15:12Z,3,129,6,2,1,DE,US,1661,0,2
C2672,EV Battery Monitor,A tech innovation project about ev battery monitor.,U497,user2240@gmail.com,gmail.com,63982,29223,2025-11-16T10:15:12Z,6,94,2,0,1,US,CA,666,1,3
C2673,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U25,user7624@yahoo.com,yahoo.com,79306,12976,2025-10-29T10:15:12Z,1,77,20,0,1,CA,IN,1172,6,2
C2674,AR Training Simulator,A tech innovation project about ar training simulator.,U487,user4019@yahoo.com,yahoo.com,77639,11292,2025-02-15T10:15:12Z,4,52,23,1,1,UK,JP,1637,5,3
