campaign_id,title,description,creator_id,creator_email,email_domain,goal,amount_raised,created_at,updates_count,donations_count,refunds_count,images_count,videos_count,payout_country,country,user_account_age_days,user_total_campaigns,payment_sources_count,is_fraud
C006142,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U003516,user7125@protonmail.com,protonmail.com,10761,0,2024-04-13T10:34:39Z,0,52,1,3,0,UK,JP,1492,3,2,0
C006143,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U002641,user13742@outlook.com,outlook.com,19433,10167,2025-01-02T10:34:39Z,1,2,0,4,0,US,UK,2587,0,2,0
C006144,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U003188,user14809@outlook.com,outlook.com,38928,7376,2025-02-24T10:34:39Z,4,35,3,1,0,SG,CA,227,4,2,0
C006145,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U006945,user1412@gmail.com,gmail.com,2000,639,2025-07-17T10:34:39Z,0,19,4,5,0,SG,JP,875,4,2,0
C006146,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U003381,user10428@hotmail.com,hotmail.com,7072,2684,2025-02-02T10:34:39Z,3,20,2,0,0,UK,CA,434,5,2,0
C006147,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U004059,user556@yahoo.com,yahoo.com,53710,16448,2025-09-01T10:34:39Z,4,17,0,3,0,ZA,SG,1294,2,2,0
C006148,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U002509,user3141@outlook.com,outlook.com,22008,6921,2024-11-21T10:34:39Z,3,24,0,2,1,CA,AU,2564,2,1,0
C006149,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U002545,user13126@outlook.com,outlook.com,42622,14022,2025-03-04T10:34:39Z,3,19,0,4,0,SG,CA,2932,1,1,0
C006150,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U000612,user13993@outlook.com,outlook.com,2000,1211,2025-10-21T10:34:39Z,4,13,2,2,0,UK,JP,206,1,2,1
C006151,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U001102,user15191@gmail.com,gmail.com,19261,9366,2025-04-21T10:34:39Z,2,12,0,3,0,AU,IN,1138,2,1,0
C006152,IoT Smart Farming Automation Kit,A tech innovation project focused on iot smart farming automation kit aiming to improve real-world performance.,U006035,user12517@hotmail.com,hotmail.com,20999,4492,2024-06-09T10:34:39Z,2,1,0,4,0,IN,CA,2499,2,1,0
C006153,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U007878,user17640@protonmail.com,protonmail.com,19221,6351,2024-01-03T10:34:39Z,2,39,1,3,0,ZA,SG,315,4,3,0
C006154,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U001397,user8750@yahoo.com,yahoo.com,35624,1160,2023-12-11T10:34:39Z,1,8,0,4,0,CA,ZA,2081,6,1,0
C006155,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U004627,user1205@yahoo.com,yahoo.com,39700,24467,2024-02-05T10:34:39Z,5,5,0,0,1,AU,US,260,0,1,0
C006156,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U005842,user15782@yahoo.com,yahoo.com,24687,10852,2023-10-25T10:34:39Z,3,51,6,3,1,DE,CA,2926,2,1,0
C006157,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U007570,user4936@gmail.com,gmail.com,11919,3108,2024-04-11T10:34:39Z,4,32,3,0,0,SG,SG,340,3,1,0
C006158,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U005152,user13211@protonmail.com,protonmail.com,2129,971,2023-12-06T10:34:39Z,2,16,1,5,1,UK,US,1180,2,2,0
C006159,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U003212,user4990@gmail.com,gmail.com,44095,15767,2023-10-03T10:34:39Z,2,22,1,5,0,AU,AU,177,4,1,0
C006160,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U000573,user1106@yahoo.com,yahoo.com,2000,853,2023-12-10T10:34:39Z,4,73,3,1,0,UK,JP,487,2,2,0
C006161,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U002747,user2987@protonmail.com,protonmail.com,38031,20078,2025-03-26T10:34:39Z,1,34,1,3,1,CA,IN,2950,2,2,0
C006162,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U002932,user16613@protonmail.com,protonmail.com,20046,4383,2024-06-26T10:34:39Z,3,7,0,3,0,AU,US,2195,4,2,0
C006163,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U000208,user3581@yahoo.com,yahoo.com,51174,26370,2024-03-12T10:34:39Z,1,44,2,1,0,AU,SG,2840,4,1,0
C006164,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U003150,user3518@hotmail.com,hotmail.com,20033,5456,2025-09-06T10:34:39Z,3,0,0,4,0,IN,UK,827,1,1,0
C006165,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U002148,user1087@hotmail.com,hotmail.com,34244,1091,2024-06-13T10:34:39Z,1,46,4,5,0,UK,SG,1663,3,2,0
C006166,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U002814,user13499@outlook.com,outlook.com,2000,0,2023-12-22T10:34:39Z,3,6,0,2,0,SG,ZA,2592,1,1,0
C006167,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U003363,user4785@outlook.com,outlook.com,2000,335,2024-06-23T10:34:39Z,2,4,0,3,0,US,AU,2865,1,2,0
C006168,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U000356,user14210@yahoo.com,yahoo.com,17149,6074,2024-10-17T10:34:39Z,2,5,0,0,0,IN,DE,729,3,3,0
C006169,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U000838,user4861@hotmail.com,hotmail.com,2000,0,2023-10-17T10:34:39Z,4,3,1,3,1,IN,UK,29,1,1,0
C006170,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U007607,user15296@protonmail.com,protonmail.com,36999,11324,2024-07-05T10:34:39Z,3,41,1,1,1,SG,ZA,1582,1,1,0
C006171,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U006441,user16277@yahoo.com,yahoo.com,18668,7754,2024-11-12T10:34:39Z,2,42,1,3,0,JP,CA,566,1,2,0
C006172,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U005767,user226@yahoo.com,yahoo.com,28470,16570,2025-10-08T10:34:39Z,2,57,2,0,0,SG,IN,1155,1,1,0
C006173,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U006904,user11740@gmail.com,gmail.com,11637,5873,2024-04-20T10:34:39Z,2,11,2,2,0,JP,US,1281,0,1,0
C006174,Energy Harvesting IoT Sensor,A tech innovation project focused on energy harvesting iot sensor aiming to improve real-world performance.,U003193,user1794@gmail.com,gmail.com,7581,691,2023-10-21T10:34:39Z,5,9,1,1,0,DE,IN,548,1,1,0
C006175,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U004172,user9056@outlook.com,outlook.com,12828,493,2025-11-07T10:34:39Z,2,15,0,1,1,JP,ZA,978,2,1,0
C006176,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U005115,user13924@gmail.com,gmail.com,2000,659,2024-05-24T10:34:39Z,1,6,0,4,0,CA,IN,2673,1,1,0
C006177,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U005102,user14218@hotmail.com,hotmail.com,2000,609,2025-12-04T10:34:39Z,3,0,0,4,0,ZA,UK,1924,2,1,0
C006178,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U004319,user6641@gmail.com,gmail.com,2000,405,2024-12-17T10:34:39Z,3,27,1,3,0,CA,DE,472,0,2,0
C006179,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U000760,user16134@yahoo.com,yahoo.com,10231,5477,2025-09-24T10:34:39Z,2,25,2,4,1,US,SG,2719,3,1,0
C006180,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U001797,user12284@protonmail.com,protonmail.com,33867,11987,2024-04-14T10:34:39Z,0,1,0,1,1,US,JP,1150,0,1,0
C006181,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance. claim your reward,U007847,user16623@outlook.com,outlook.com,5023,1880,2025-05-12T10:34:39Z,2,6,0,1,0,CA,DE,2309,1,1,1
C006182,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U000656,user13085@gmail.com,gmail.com,26734,6391,2024-12-04T10:34:39Z,1,5,1,5,0,SG,US,560,3,1,0
C006183,Blockchain Supply-Chain Tracker,A tech innovation project focused on blockchain supply-chain tracker aiming to improve real-world performance.,U001733,user18677@protonmail.com,protonmail.com,5535,1126,2025-11-15T10:34:39Z,2,4,0,2,0,JP,SG,1414,2,2,0
C006184,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U003156,user8118@outlook.com,outlook.com,31382,8485,2025-06-14T10:34:39Z,2,16,1,3,1,US,US,1868,4,0,0
C006185,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U007304,user11534@yahoo.com,yahoo.com,23082,11823,2025-03-01T10:34:39Z,0,42,3,2,1,DE,JP,297,1,1,0
C006186,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U005798,user3349@outlook.com,outlook.com,8907,2556,2025-02-17T10:34:39Z,1,16,0,4,0,UK,JP,642,1,2,0
C006187,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U003440,user12153@hotmail.com,hotmail.com,26496,9545,2024-04-29T10:34:39Z,2,18,1,4,0,CA,IN,2406,7,1,0
C006188,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U005162,user6374@protonmail.com,protonmail.com,43352,22183,2024-06-08T10:34:39Z,0,25,1,0,0,SG,CA,1754,3,3,0
C006189,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U005501,user15254@outlook.com,outlook.com,13056,4035,2024-12-12T10:34:39Z,2,2,0,0,0,ZA,US,1551,3,1,0
C006190,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U001275,user14244@gmail.com,gmail.com,23702,21283,2024-12-01T10:34:39Z,2,60,5,5,1,US,DE,1694,3,2,0
C006191,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U005072,user10213@gmail.com,gmail.com,2252,194,2025-02-07T10:34:39Z,3,4,2,0,1,SG,CA,1084,2,1,0
C006192,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U005854,user11927@outlook.com,outlook.com,5171,1041,2025-08-28T10:34:39Z,2,34,3,4,0,SG,UK,1403,1,1,0
C006193,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance.,U007379,user3459@gmail.com,gmail.com,48803,23718,2025-06-07T10:34:39Z,1,54,0,0,1,CA,AU,2580,5,1,0
C006194,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U005486,user10589@yahoo.com,yahoo.com,31812,8778,2024-07-09T10:34:39Z,5,4,0,1,0,DE,AU,774,3,3,0
C006195,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U004688,user392@yahoo.com,yahoo.com,2000,0,2024-03-09T10:34:39Z,1,7,0,0,0,US,AU,1777,0,0,0
C006196,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U003465,user12046@gmail.com,gmail.com,2000,200,2023-11-21T10:34:39Z,2,26,0,3,1,IN,AU,1839,1,3,0
C006197,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U007264,user10412@gmail.com,gmail.com,36391,5506,2023-10-30T10:34:39Z,2,25,0,1,0,CA,DE,1159,1,3,0
C006198,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U005496,user6088@hotmail.com,hotmail.com,20999,12029,2025-08-03T10:34:39Z,4,12,0,0,0,DE,UK,669,2,2,0
C006199,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U002525,user15773@yahoo.com,yahoo.com,48383,10975,2025-11-06T10:34:39Z,2,25,2,4,0,JP,CA,908,3,1,0
C006200,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance.,U001502,user5919@yahoo.com,yahoo.com,20243,7716,2025-07-10T10:34:39Z,4,8,2,1,1,UK,JP,1307,2,3,0
C006201,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U002359,user9390@yahoo.com,yahoo.com,75879,41885,2025-03-25T10:34:39Z,2,13,0,2,0,JP,UK,988,0,3,0
C006202,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U001875,user27201@mailinator.com,mailinator.com,18903,3533,2024-12-05T10:34:39Z,2,50,3,2,0,IN,AU,1454,1,2,1
C006203,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U003865,user18182@yahoo.com,yahoo.com,21541,3992,2024-01-11T10:34:39Z,2,1,0,2,0,SG,DE,1032,2,2,0
C006204,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U006682,user6805@hotmail.com,hotmail.com,2000,611,2025-08-07T10:34:39Z,2,3,0,3,1,UK,IN,287,2,0,0
C006205,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U006841,user2998@yahoo.com,yahoo.com,2000,675,2025-08-30T10:34:39Z,3,27,1,2,0,ZA,DE,2654,1,2,0
C006206,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U000247,user7160@outlook.com,outlook.com,29543,11875,2024-02-27T10:34:39Z,3,17,2,3,0,IN,UK,2712,0,2,0
C006207,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U001158,user17908@yahoo.com,yahoo.com,21896,0,2025-09-05T10:34:39Z,3,18,3,4,0,AU,AU,6,2,1,0
C006208,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U002919,user1740@hotmail.com,hotmail.com,10708,2557,2024-06-24T10:34:39Z,2,38,2,2,1,US,AU,1194,2,0,0
C006209,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U002710,user12388@outlook.com,outlook.com,46409,10180,2024-02-09T10:34:39Z,3,34,4,4,0,UK,UK,316,2,1,0
C006210,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance. urgent funding required.,U001974,user8766@yahoo.com,yahoo.com,39519,232,2025-05-10T10:34:39Z,3,34,0,3,0,CA,JP,5,2,0,1
C006211,Autonomous Inspection Rover,A tech innovation project focused on autonomous inspection rover aiming to improve real-world performance.,U007635,user11869@hotmail.com,hotmail.com,4664,1506,2025-07-18T10:34:39Z,1,34,3,1,0,US,ZA,61,2,0,0
C006212,Mixed Reality Collaboration Tool,A tech innovation project focused on mixed reality collaboration tool aiming to improve real-world performance. wire transfer,U003796,user15759@gmail.com,gmail.com,10018,2384,2025-09-13T10:34:39Z,1,27,1,0,1,DE,UK,1674,0,1,1
C006213,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U007554,user14815@outlook.com,outlook.com,18909,3113,2025-11-01T10:34:39Z,1,37,3,0,0,UK,SG,2465,1,0,0
C006214,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U000569,user15585@gmail.com,gmail.com,4434,1290,2023-10-12T10:34:39Z,1,17,0,4,1,SG,AU,152,0,2,0
C006215,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U003924,user2075@outlook.com,outlook.com,31225,11195,2024-01-16T10:34:39Z,2,26,1,3,0,ZA,AU,1279,2,1,0
C006216,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U004138,user12975@hotmail.com,hotmail.com,45147,11000,2025-05-15T10:34:39Z,0,28,0,1,1,ZA,JP,1118,0,2,0
C006217,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance. urgent funding required.,U005537,user15583@protonmail.com,protonmail.com,30000,71,2024-08-06T10:34:39Z,1,38,2,3,0,UK,AU,1,2,1,1
C006218,Affordable Prosthetic Robotics,A tech innovation project focused on affordable prosthetic robotics aiming to improve real-world performance.,U003349,user8221@hotmail.com,hotmail.com,2656,725,2025-08-08T10:34:39Z,1,11,0,5,0,JP,SG,2905,2,3,0
C006219,Portable Edge AI Inference Module,A tech innovation project focused on portable edge ai inference module aiming to improve real-world performance.,U001583,user8907@hotmail.com,hotmail.com,37567,47,2024-08-04T10:34:39Z,2,17,0,3,1,ZA,US,2155,0,2,0
C006220,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U000400,user12991@outlook.com,outlook.com,58953,20309,2025-07-09T10:34:39Z,3,5,0,2,1,CA,CA,1540,1,3,0
C006221,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U003881,user9031@hotmail.com,hotmail.com,32929,11933,2024-09-17T10:34:39Z,1,10,0,5,0,IN,AU,2595,2,1,0
C006222,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance. act now,U006206,user2027@hotmail.com,hotmail.com,13786,574,2024-06-05T10:34:39Z,3,5,0,4,0,DE,UK,2376,2,1,0
C006223,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U002396,user4247@yahoo.com,yahoo.com,2000,653,2023-10-20T10:34:39Z,3,5,0,2,0,SG,DE,266,2,1,0
C006224,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U001495,user6307@gmail.com,gmail.com,30473,14817,2025-01-16T10:34:39Z,1,14,0,2,0,US,AU,567,1,1,0
C006225,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance. transfer immediately,U007558,user15414@outlook.com,outlook.com,31867,5879,2023-11-22T10:34:39Z,6,37,14,1,0,AU,ZA,1948,2,1,1
C006226,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U002048,user13245@outlook.com,outlook.com,2000,866,2025-08-17T10:34:39Z,1,4,0,5,0,DE,US,2637,3,1,0
C006227,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance. wire transfer,U001029,user7335@yahoo.com,yahoo.com,2000,232,2024-12-23T10:34:39Z,1,23,1,5,0,CA,US,2149,2,1,1
C006228,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U006028,user35229@tempmail.com,tempmail.com,32131,5110,2024-01-09T10:34:39Z,2,16,0,5,1,JP,US,2657,6,1,1
C006229,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U000534,user11318@hotmail.com,hotmail.com,42674,12573,2024-07-06T10:34:39Z,2,23,1,3,1,IN,DE,2117,1,2,0
C006230,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U006301,user14639@gmail.com,gmail.com,33793,0,2025-06-27T10:34:39Z,2,15,1,0,0,CA,JP,2313,0,1,0
C006231,AI-Driven EdTech Learning Assistant,A tech innovation project focused on ai-driven edtech learning assistant aiming to improve real-world performance.,U003188,user14934@gmail.com,gmail.com,32244,4830,2024-06-08T10:34:39Z,2,1,0,1,0,AU,IN,1546,4,2,0
C006232,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U004927,user16790@yahoo.com,yahoo.com,11263,3625,2024-03-17T10:34:39Z,2,17,0,0,0,AU,AU,501,0,3,0
C006233,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance. urgent funding required.,U000534,user9330@gmail.com,gmail.com,64794,410,2023-12-08T10:34:39Z,2,6,1,2,0,IN,AU,6,1,2,1
C006234,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U002975,user3601@outlook.com,outlook.com,44870,18108,2025-08-03T10:34:39Z,2,19,1,1,1,DE,ZA,973,0,1,0
C006235,Wearable Health Analytics Patch,A tech innovation project focused on wearable health analytics patch aiming to improve real-world performance.,U003706,user8329@hotmail.com,hotmail.com,33947,4484,2024-01-15T10:34:39Z,1,8,0,5,0,IN,SG,1256,1,1,0
C006236,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U004002,user6489@gmail.com,gmail.com,49337,11949,2025-01-10T10:34:39Z,0,34,1,2,1,SG,UK,1503,4,3,0
C006237,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U007444,user5088@outlook.com,outlook.com,26806,10163,2024-02-18T10:34:39Z,0,7,0,1,0,CA,DE,139,2,1,0
C006238,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U000443,user8525@protonmail.com,protonmail.com,28319,18304,2024-07-13T10:34:39Z,2,45,3,0,0,UK,CA,958,4,1,0
C006239,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U001201,user5437@gmail.com,gmail.com,16294,7673,2024-02-19T10:34:39Z,2,53,1,4,0,DE,DE,2000,2,0,0
C006240,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance.,U003455,user12184@outlook.com,outlook.com,36395,15617,2025-05-22T10:34:39Z,1,37,1,2,0,JP,DE,210,1,1,0
C006241,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U000716,user16675@gmail.com,gmail.com,46967,11807,2025-11-19T10:34:39Z,1,31,3,1,0,US,CA,696,1,3,0
C006242,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U003382,user19313@hotmail.com,hotmail.com,2000,504,2024-08-21T10:34:39Z,1,12,1,3,0,DE,DE,2002,3,1,0
C006243,AR Training Simulator for Engineers,A tech innovation project focused on ar training simulator for engineers aiming to improve real-world performance.,U003057,user15646@gmail.com,gmail.com,10996,1217,2025-07-24T10:34:39Z,4,7,1,4,1,ZA,AU,2709,4,1,0
C006244,Low-Power Microcontroller Board v2,A tech innovation project focused on low-power microcontroller board v2 aiming to improve real-world performance.,U006550,user14149@yahoo.com,yahoo.com,16706,4896,2023-11-26T10:34:39Z,2,26,0,3,0,SG,ZA,1123,3,1,0
C006245,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U001236,user1803@yahoo.com,yahoo.com,21594,8797,2024-01-06T10:34:39Z,3,58,0,2,0,UK,IN,1042,1,1,0
C006246,Energy Harvesting IoT Sensor,A tech innovation project focused on energy harvesting iot sensor aiming to improve real-world performance.,U000187,user1530@gmail.com,gmail.com,32899,2745,2024-02-14T10:34:39Z,1,1,0,2,1,JP,CA,492,3,2,0
C006247,AI-Powered Drone Navigation System,A tech innovation project focused on ai-powered drone navigation system aiming to improve real-world performance. act now,U001526,user8862@outlook.com,outlook.com,34015,14455,2025-11-16T10:34:39Z,0,19,6,0,0,CA,SG,2797,3,0,1
C006248,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U002518,user7137@10minutemail.com,10minutemail.com,6782,0,2025-01-05T10:34:39Z,4,10,1,0,0,AU,ZA,1013,1,1,0
C006249,Robotics Arm for Precision Tasks,A tech innovation project focused on robotics arm for precision tasks aiming to improve real-world performance.,U001922,user12470@outlook.com,outlook.com,18641,4821,2024-03-11T10:34:39Z,2,11,0,4,1,ZA,ZA,913,1,2,0
C006250,Open-Source Robotics Platform,A tech innovation project focused on open-source robotics platform aiming to improve real-world performance.,U004656,user16262@gmail.com,gmail.com,11776,4577,2025-05-17T10:34:39Z,3,31,2,0,0,US,IN,1221,2,2,0
C006251,Smart Home Energy Optimizer,A tech innovation project focused on smart home energy optimizer aiming to improve real-world performance.,U004101,user4415@yahoo.com,yahoo.com,2000,633,2025-09-09T10:34:39Z,2,24,1,5,1,CA,AU,2778,2,2,0
C006252,Edge AI for Wildlife Monitoring,A tech innovation project focused on edge ai for wildlife monitoring aiming to improve real-world performance.,U000012,user3006@protonmail.com,protonmail.com,36590,12472,2024-08-15T10:34:39Z,3,26,0,0,1,AU,AU,504,0,1,0
C006253,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance. claim your reward,U007725,user4277@gmail.com,gmail.com,2000,0,2025-08-27T10:34:39Z,4,21,13,0,0,JP,IN,2879,0,2,1
C006254,Privacy-preserving ML Toolkit,A tech innovation project focused on privacy-preserving ml toolkit aiming to improve real-world performance.,U000038,user12776@hotmail.com,hotmail.com,25002,9477,2024-01-05T10:34:39Z,2,29,0,0,1,ZA,CA,484,3,1,0
C006255,Urban Vertical Farming Automation,A tech innovation project focused on urban vertical farming automation aiming to improve real-world performance.,U004868,user3434@outlook.com,outlook.com,40745,16384,2024-09-18T10:34:39Z,2,54,2,2,1,JP,DE,2094,3,2,0
C006256,Sustainable Water Purification Device,A tech innovation project focused on sustainable water purification device aiming to improve real-world performance.,U005698,user968@hotmail.com,hotmail.com,21602,4936,2024-06-03T10:34:39Z,3,52,2,4,0,AU,SG,964,3,1,0
C006257,Next-Gen EV Battery Health Monitor,A tech innovation project focused on next-gen ev battery health monitor aiming to improve real-world performance.,U003995,user17094@yahoo.com,yahoo.com,20065,0,2024-07-27T10:34:39Z,1,15,0,5,1,JP,CA,1812,5,2,0
